PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
493,60,63,10928,Reg,Lvl,Gilbert,1Fam,7,5,2005,2005,728,Y,728,728,1456,2,8,1,2,390,6,2009,184000
2434,180,35,3675,Reg,Lvl,Edwards,TwnhsE,6,5,2005,2005,547,Y,1072,0,1072,1,5,0,2,525,5,2007,140000
1672,80,76,11800,Reg,Lvl,OldTown,1Fam,4,7,1949,2002,0,Y,1382,0,1382,2,6,1,1,384,5,2007,110000
936,160,30,3180,Reg,Lvl,Somerst,TwnhsE,7,5,2005,2005,600,Y,520,600,1200,2,4,0,2,480,4,2006,144152
274,160,21,1890,Reg,Lvl,BrDale,Twnhs,6,6,1972,1972,483,Y,483,504,987,1,5,0,1,352,4,2008,100500
2666,70,60,6402,Reg,Lvl,IDOTRR,1Fam,5,5,1920,1950,596,N,596,596,1192,1,6,0,1,189,7,2009,78000
629,60,60,17433,IR2,Lvl,NoRidge,1Fam,8,5,1998,1998,1629,Y,1645,830,2475,2,7,1,3,962,1,2010,355000
158,20,48,17043,IR1,Lvl,NWAmes,1Fam,6,5,1979,1998,1362,Y,1586,0,1586,2,7,1,2,435,1,2009,181000
275,160,24,2016,Reg,Lvl,BrDale,TwnhsE,5,5,1970,1970,630,Y,630,672,1302,2,6,0,2,440,4,2007,106000
2487,20,60,8190,Reg,Lvl,Edwards,1Fam,4,6,1954,1954,948,Y,948,0,948,1,5,1,1,280,10,2007,119000
1273,20,73,9300,Reg,Lvl,NAmes,1Fam,5,5,1960,1960,1268,Y,1264,0,1264,1,6,2,2,461,4,2010,167500
1100,20,60,7436,Reg,Lvl,NAmes,1Fam,4,7,1960,1960,894,Y,894,0,894,1,5,1,2,396,8,2009,141500
1040,20,80,9600,Reg,Lvl,NWAmes,1Fam,5,5,1969,1969,1288,Y,1336,0,1336,2,6,1,2,502,8,2009,163000
735,60,75,9803,Reg,Lvl,Somerst,1Fam,7,5,2005,2005,866,Y,866,902,1768,2,7,0,2,603,2,2008,226700
2509,30,60,8400,Reg,Bnk,SWISU,1Fam,2,5,1920,1950,290,N,438,0,438,1,3,0,1,246,1,2009,60000
1158,20,69,8973,Reg,Lvl,NAmes,1Fam,5,7,1958,1991,1008,Y,1053,0,1053,1,6,0,2,750,7,2006,150000
2433,180,35,3675,Reg,Lvl,Edwards,TwnhsE,6,5,2005,2005,547,Y,1072,0,1072,1,5,0,2,525,6,2008,148000
2774,20,75,12890,IR1,Lvl,Timber,1Fam,6,5,1989,1989,1495,Y,1495,0,1495,2,8,1,2,438,7,2008,150000
62,120,39,5389,IR1,Lvl,StoneBr,TwnhsE,8,5,1995,1996,1595,Y,1616,0,1616,2,5,1,2,608,3,2010,236500
1515,50,60,4800,Reg,Lvl,OldTown,1Fam,4,5,1900,1954,709,Y,1157,687,1844,1,9,2,1,240,1,2010,80400
1817,30,60,7200,Reg,Lvl,IDOTRR,1Fam,6,6,1930,1950,984,Y,984,0,984,1,6,0,1,308,3,2006,90000
982,120,38,14963,IR2,Lvl,Veenker,TwnhsE,8,5,1996,1996,1260,Y,1288,0,1288,1,4,2,2,500,12,2008,245500
